device,baseline_hour,baseline_price_eur_kwh,energy_kwh,baseline_cost_eur,recommended_hour,price_eur_kwh,estimated_cost_eur,date,savings_eur,savings_pct
Lavavajillas,20,0.1554,1.3,0.202,15,0.022,0.0285,2024-08-10,0.17350000000000002,85.89108910891089
Secadora,20,0.1554,2.0,0.3108,16,0.022,0.0441,2024-08-10,0.26670000000000005,85.81081081081082
Termo eléctrico,20,0.1554,2.5,0.3884,12,0.0222,0.0556,2024-08-10,0.33280000000000004,85.68486096807415
Lavadora,20,0.1634,1.0,0.1634,13,0.0247,0.0247,2024-08-11,0.1387,84.88372093023256
Lavavajillas,20,0.1634,1.3,0.2124,15,0.0247,0.0321,2024-08-11,0.18030000000000002,84.88700564971752
Secadora,20,0.1634,2.0,0.3268,14,0.0247,0.0494,2024-08-11,0.2774,84.88372093023256
Termo eléctrico,20,0.1634,2.5,0.4084,12,0.0251,0.0628,2024-08-11,0.3456,84.62291870714986
Lavadora,20,0.2308,1.0,0.2308,16,0.1297,0.1297,2024-08-12,0.1011,43.80415944540728
Lavavajillas,20,0.2308,1.3,0.3001,15,0.1314,0.1708,2024-08-12,0.12929999999999997,43.08563812062645
Secadora,20,0.2308,2.0,0.4617,14,0.1323,0.2647,2024-08-12,0.197,42.66839939354559
Termo eléctrico,20,0.2308,2.5,0.5771,17,0.1332,0.3331,2024-08-12,0.24399999999999994,42.280367354011425
Lavadora,20,0.2241,1.0,0.2241,16,0.1298,0.1298,2024-08-13,0.0943,42.07942882641677
Lavavajillas,20,0.2241,1.3,0.2913,15,0.1312,0.1705,2024-08-13,0.12079999999999999,41.46927566083075
Secadora,20,0.2241,2.0,0.4481,17,0.1357,0.2714,2024-08-13,0.17670000000000002,39.433162240571306
Termo eléctrico,20,0.2241,2.5,0.5602,14,0.1358,0.3396,2024-08-13,0.22060000000000002,39.37879328811139
Lavadora,20,0.225,1.0,0.225,16,0.1169,0.1169,2024-08-14,0.1081,48.044444444444444
Lavavajillas,20,0.225,1.3,0.2925,15,0.1202,0.1562,2024-08-14,0.13629999999999998,46.59829059829059
Secadora,20,0.225,2.0,0.4499,17,0.1215,0.2431,2024-08-14,0.2068,45.965770171149146
Termo eléctrico,20,0.225,2.5,0.5624,14,0.1221,0.3054,2024-08-14,0.257,45.697012802275964
Lavadora,20,0.1594,1.0,0.1594,10,0.0337,0.0337,2024-08-15,0.12569999999999998,78.8582183186951
Lavavajillas,20,0.1594,1.3,0.2072,14,0.0363,0.0472,2024-08-15,0.16,77.22007722007721
Secadora,20,0.1594,2.0,0.3188,13,0.0366,0.0732,2024-08-15,0.24559999999999998,77.03889585947302
Termo eléctrico,20,0.1594,2.5,0.3985,15,0.0366,0.0916,2024-08-15,0.3069,77.0138017565872
Lavadora,20,0.236,1.0,0.236,14,0.1029,0.1029,2024-08-16,0.1331,56.39830508474576
Lavavajillas,20,0.236,1.3,0.3068,15,0.1091,0.1418,2024-08-16,0.165,53.78096479791395
Secadora,20,0.236,2.0,0.472,16,0.1158,0.2316,2024-08-16,0.24039999999999997,50.93220338983051
Termo eléctrico,20,0.236,2.5,0.59,17,0.117,0.2925,2024-08-16,0.2975,50.42372881355932
Lavadora,20,0.1492,1.0,0.1492,14,0.061,0.061,2024-08-17,0.0882,59.11528150134049
Lavavajillas,20,0.1492,1.3,0.194,13,0.064,0.0833,2024-08-17,0.1107,57.06185567010309
Secadora,20,0.1492,2.0,0.2984,15,0.0645,0.1291,2024-08-17,0.1693,56.73592493297588
Termo eléctrico,20,0.1492,2.5,0.373,12,0.0714,0.1784,2024-08-17,0.1946,52.17158176943699
Lavadora,20,0.1396,1.0,0.1396,14,0.0329,0.0329,2024-08-18,0.1067,76.43266475644698
Lavavajillas,20,0.1396,1.3,0.1815,15,0.0331,0.0431,2024-08-18,0.1384,76.2534435261708
Secadora,20,0.1396,2.0,0.2792,16,0.0333,0.0666,2024-08-18,0.2126,76.1461318051576
Termo eléctrico,20,0.1396,2.5,0.349,17,0.0333,0.0833,2024-08-18,0.2657,76.13180515759312
Lavadora,20,0.2416,1.0,0.2416,15,0.1178,0.1178,2024-08-19,0.12380000000000001,51.241721854304636
Lavavajillas,20,0.2416,1.3,0.3141,14,0.1204,0.1565,2024-08-19,0.1576,50.17510347023241
Secadora,20,0.2416,2.0,0.4833,16,0.1212,0.2424,2024-08-19,0.2409,49.84481688392302
Termo eléctrico,20,0.2416,2.5,0.6041,2,0.1118,0.2796,2024-08-19,0.32449999999999996,53.71627214037411
Lavadora,20,0.2257,1.0,0.2257,16,0.1054,0.1054,2024-08-20,0.12030000000000002,53.300841825432
Lavavajillas,20,0.2257,1.3,0.2935,15,0.1098,0.1427,2024-08-20,0.1508,51.379897785349236
Secadora,20,0.2257,2.0,0.4515,14,0.1104,0.2208,2024-08-20,0.23070000000000002,51.09634551495017
Termo eléctrico,20,0.2257,2.5,0.5644,17,0.1106,0.2766,2024-08-20,0.2878,50.99220411055988
Lavadora,20,0.2462,1.0,0.2462,11,0.1008,0.1008,2024-08-21,0.1454,59.05767668562144
Lavavajillas,20,0.2462,1.3,0.32,12,0.103,0.1338,2024-08-21,0.1862,58.1875
Secadora,20,0.2462,2.0,0.4924,10,0.1046,0.2092,2024-08-21,0.2832,57.51421608448416
Termo eléctrico,20,0.2462,2.5,0.6155,4,0.0952,0.2379,2024-08-21,0.37760000000000005,61.34849715678311
Lavadora,20,0.2395,1.0,0.2395,16,0.1265,0.1265,2024-08-22,0.11299999999999999,47.181628392484335
Lavavajillas,20,0.2395,1.3,0.3114,15,0.1273,0.1655,2024-08-22,0.1459,46.8529222864483
Secadora,20,0.2395,2.0,0.4791,14,0.13,0.2599,2024-08-22,0.2192,45.75245251513254
Termo eléctrico,20,0.2395,2.5,0.5988,17,0.1308,0.3271,2024-08-22,0.2717,45.374081496325985
Lavadora,20,0.2341,1.0,0.2341,15,0.1266,0.1266,2024-08-23,0.10750000000000001,45.92054677488253
Lavavajillas,20,0.2341,1.3,0.3043,16,0.1272,0.1654,2024-08-23,0.13890000000000002,45.64574433125206
Secadora,20,0.2341,2.0,0.4682,14,0.1321,0.2642,2024-08-23,0.20400000000000001,43.57112345151645
Termo eléctrico,20,0.2341,2.5,0.5852,17,0.1328,0.332,2024-08-23,0.25320000000000004,43.26725905673274
Lavadora,20,0.1551,1.0,0.1551,14,0.0221,0.0221,2024-08-24,0.13299999999999998,85.75112830431979
Lavavajillas,20,0.1551,1.3,0.2016,13,0.0221,0.0288,2024-08-24,0.1728,85.71428571428572
Secadora,20,0.1551,2.0,0.3102,15,0.0222,0.0444,2024-08-24,0.2658,85.68665377176016
Termo eléctrico,20,0.1551,2.5,0.3878,16,0.0223,0.0557,2024-08-24,0.33209999999999995,85.63692625064465
Lavadora,20,0.1537,1.0,0.1537,11,0.0311,0.0311,2024-08-25,0.1226,79.76577748861419
Lavavajillas,20,0.1537,1.3,0.1998,12,0.0312,0.0406,2024-08-25,0.1592,79.67967967967968
Secadora,20,0.1537,2.0,0.3074,14,0.0314,0.0628,2024-08-25,0.2446,79.57059206245933
Termo eléctrico,20,0.1537,2.5,0.3842,15,0.0315,0.0787,2024-08-25,0.3055,79.5158771473191
Lavadora,20,0.2398,1.0,0.2398,16,0.1253,0.1253,2024-08-26,0.11450000000000002,47.748123436196835
Lavavajillas,20,0.2398,1.3,0.3118,15,0.1257,0.1634,2024-08-26,0.14840000000000003,47.59461193072483
Secadora,20,0.2398,2.0,0.4797,14,0.1264,0.2527,2024-08-26,0.22700000000000004,47.32124244319367
Termo eléctrico,20,0.2398,2.5,0.5996,3,0.1094,0.2736,2024-08-26,0.326,54.36957971981321
Lavadora,20,0.2315,1.0,0.2315,15,0.1228,0.1228,2024-08-27,0.1087,46.954643628509714
Lavavajillas,20,0.2315,1.3,0.301,16,0.123,0.1599,2024-08-27,0.1411,46.87707641196013
Secadora,20,0.2315,2.0,0.463,14,0.1239,0.2479,2024-08-27,0.2151,46.45788336933045
Termo eléctrico,20,0.2315,2.5,0.5788,5,0.1369,0.3422,2024-08-27,0.23659999999999998,40.87767795438839
Lavadora,20,0.2333,1.0,0.2333,15,0.1225,0.1225,2024-08-28,0.11080000000000001,47.49249892841835
Lavavajillas,20,0.2333,1.3,0.3033,14,0.1259,0.1636,2024-08-28,0.13970000000000002,46.060006594131224
Secadora,20,0.2333,2.0,0.4666,16,0.1315,0.263,2024-08-28,0.2036,43.63480497213887
Termo eléctrico,20,0.2333,2.5,0.5832,6,0.1457,0.3643,2024-08-28,0.21890000000000004,37.53429355281207
Lavadora,20,0.2361,1.0,0.2361,7,0.154,0.154,2024-08-29,0.0821,34.773401101228295
Lavavajillas,20,0.2361,1.3,0.307,17,0.1576,0.2049,2024-08-29,0.1021,33.25732899022801
Secadora,20,0.2361,2.0,0.4723,15,0.1624,0.3248,2024-08-29,0.14750000000000002,31.230150328181246
Termo eléctrico,20,0.2361,2.5,0.5903,2,0.1422,0.3554,2024-08-29,0.23490000000000005,39.79332542774861
Lavadora,20,0.2391,1.0,0.2391,15,0.1398,0.1398,2024-08-30,0.0993,41.53074027603513
Lavavajillas,20,0.2391,1.3,0.3109,16,0.1403,0.1824,2024-08-30,0.1285,41.33161788356385
Secadora,20,0.2391,2.0,0.4783,14,0.1404,0.2808,2024-08-30,0.1975,41.292076102864314
Termo eléctrico,20,0.2391,2.5,0.5978,2,0.1371,0.3427,2024-08-30,0.2551,42.67313482770157
Lavadora,20,0.1684,1.0,0.1684,15,0.1056,0.1056,2024-08-31,0.0628,37.29216152019002
Lavavajillas,20,0.1684,1.3,0.2189,12,0.1061,0.138,2024-08-31,0.0809,36.957514846962084
Secadora,20,0.1684,2.0,0.3367,14,0.1087,0.2174,2024-08-31,0.11929999999999999,35.43213543213543
Termo eléctrico,20,0.1684,2.5,0.4209,13,0.1091,0.2728,2024-08-31,0.1481,35.18650510810169
Lavadora,20,0.1714,1.0,0.1714,16,0.0503,0.0503,2024-09-01,0.1211,70.6534422403734
Lavavajillas,20,0.1714,1.3,0.2228,15,0.0516,0.0671,2024-09-01,0.1557,69.88330341113105
Secadora,20,0.1714,2.0,0.3428,13,0.0661,0.1322,2024-09-01,0.21059999999999998,61.43523920653442
Termo eléctrico,20,0.1714,2.5,0.4286,12,0.0667,0.1667,2024-09-01,0.2619,61.1059262715819
Lavadora,20,0.2449,1.0,0.2449,14,0.1372,0.1372,2024-09-02,0.10770000000000002,43.97713352388731
Lavavajillas,20,0.2449,1.3,0.3183,15,0.1393,0.1811,2024-09-02,0.13720000000000002,43.10398994659127
Secadora,20,0.2449,2.0,0.4897,16,0.1444,0.2888,2024-09-02,0.20090000000000002,41.025117418827854
Termo eléctrico,20,0.2449,2.5,0.6122,4,0.1495,0.3738,2024-09-02,0.23839999999999995,38.94152237830774
Lavadora,20,0.2383,1.0,0.2383,14,0.1345,0.1345,2024-09-03,0.1038,43.55853965589593
Lavavajillas,20,0.2383,1.3,0.3098,16,0.1384,0.1799,2024-09-03,0.12990000000000002,41.930277598450616
Secadora,20,0.2383,2.0,0.4766,15,0.1393,0.2786,2024-09-03,0.198,41.544271926143516
Termo eléctrico,20,0.2383,2.5,0.5958,4,0.1335,0.3338,2024-09-03,0.262,43.97448808324941
Lavadora,20,0.236,1.0,0.236,16,0.1063,0.1063,2024-09-04,0.12969999999999998,54.95762711864406
Lavavajillas,20,0.236,1.3,0.3068,17,0.1083,0.1408,2024-09-04,0.166,54.10691003911343
Secadora,20,0.236,2.0,0.4721,15,0.1156,0.2312,2024-09-04,0.24090000000000003,51.02732471933913
Termo eléctrico,20,0.236,2.5,0.5901,14,0.1253,0.3132,2024-09-04,0.2769,46.9242501270971
Lavadora,20,0.2357,1.0,0.2357,15,0.1315,0.1315,2024-09-05,0.10419999999999999,44.20873992363173
Lavavajillas,20,0.2357,1.3,0.3064,14,0.1353,0.1759,2024-09-05,0.1305,42.59138381201045
Secadora,20,0.2357,2.0,0.4714,16,0.1355,0.271,2024-09-05,0.20039999999999997,42.51166737378022
Termo eléctrico,20,0.2357,2.5,0.5892,4,0.127,0.3176,2024-09-05,0.27159999999999995,46.09640190088255
Lavadora,20,0.2288,1.0,0.2288,16,0.0678,0.0678,2024-09-06,0.161,70.36713286713287
Lavavajillas,20,0.2288,1.3,0.2974,15,0.0759,0.0986,2024-09-06,0.1988,66.84599865501009
Secadora,20,0.2288,2.0,0.4576,14,0.0807,0.1613,2024-09-06,0.2963,64.75087412587412
Termo eléctrico,20,0.2288,2.5,0.572,17,0.0959,0.2397,2024-09-06,0.33229999999999993,58.094405594405586
Lavadora,20,0.1777,1.0,0.1777,14,0.0195,0.0195,2024-09-07,0.1582,89.02644907146878
Lavavajillas,20,0.1777,1.3,0.2311,13,0.0203,0.0264,2024-09-07,0.2047,88.57637386412807
Secadora,20,0.1777,2.0,0.3555,12,0.023,0.046,2024-09-07,0.3095,87.0604781997187
Termo eléctrico,20,0.1777,2.5,0.4444,11,0.0231,0.0576,2024-09-07,0.38680000000000003,87.03870387038705
Lavadora,20,0.1515,1.0,0.1515,14,0.0274,0.0274,2024-09-08,0.12409999999999999,81.91419141914191
Lavavajillas,20,0.1515,1.3,0.1969,13,0.0275,0.0358,2024-09-08,0.1611,81.81818181818183
Secadora,20,0.1515,2.0,0.3029,12,0.028,0.0559,2024-09-08,0.247,81.5450643776824
Termo eléctrico,20,0.1515,2.5,0.3787,11,0.0285,0.0712,2024-09-08,0.3075,81.19883813044628
Lavadora,20,0.2326,1.0,0.2326,15,0.0533,0.0533,2024-09-09,0.17930000000000001,77.08512467755804
Lavavajillas,20,0.2326,1.3,0.3023,16,0.0572,0.0744,2024-09-09,0.22790000000000002,75.38868673503143
Secadora,20,0.2326,2.0,0.4651,14,0.0687,0.1374,2024-09-09,0.3277,70.457966028811
Termo eléctrico,20,0.2326,2.5,0.5814,17,0.0945,0.2363,2024-09-09,0.3451,59.356725146198826
Lavadora,20,0.2261,1.0,0.2261,15,0.0529,0.0529,2024-09-10,0.1732,76.60327288810261
Lavavajillas,20,0.2261,1.3,0.294,16,0.055,0.0715,2024-09-10,0.22249999999999998,75.68027210884354
Secadora,20,0.2261,2.0,0.4523,14,0.0568,0.1135,2024-09-10,0.3388,74.90603581693567
Termo eléctrico,20,0.2261,2.5,0.5653,17,0.0834,0.2086,2024-09-10,0.3567,63.09923934194234
Lavadora,20,0.2302,1.0,0.2302,16,0.0666,0.0666,2024-09-11,0.16359999999999997,71.06863596872284
Lavavajillas,20,0.2302,1.3,0.2992,15,0.0764,0.0993,2024-09-11,0.19990000000000002,66.81149732620321
Secadora,20,0.2302,2.0,0.4604,14,0.1001,0.2002,2024-09-11,0.2602,56.51607298001737
Termo eléctrico,20,0.2302,2.5,0.5754,17,0.109,0.2724,2024-09-11,0.30300000000000005,52.659019812304486
Lavadora,20,0.2166,1.0,0.2166,15,0.0545,0.0545,2024-09-12,0.1621,74.83841181902125
Lavavajillas,20,0.2166,1.3,0.2816,16,0.0546,0.071,2024-09-12,0.2106,74.78693181818181
Secadora,20,0.2166,2.0,0.4332,14,0.0546,0.1093,2024-09-12,0.32389999999999997,74.7691597414589
Termo eléctrico,20,0.2166,2.5,0.5415,17,0.0559,0.1397,2024-09-12,0.4018,74.20129270544783
Lavadora,20,0.2126,1.0,0.2126,14,0.0598,0.0598,2024-09-13,0.15280000000000002,71.87206020696144
Lavavajillas,20,0.2126,1.3,0.2764,15,0.0602,0.0783,2024-09-13,0.1981,71.671490593343
Secadora,20,0.2126,2.0,0.4252,16,0.0606,0.1211,2024-09-13,0.30410000000000004,71.51928504233302
Termo eléctrico,20,0.2126,2.5,0.5315,17,0.0606,0.1516,2024-09-13,0.37989999999999996,71.4769520225776
Lavadora,20,0.1487,1.0,0.1487,12,0.0336,0.0336,2024-09-14,0.11510000000000001,77.404169468729
Lavavajillas,20,0.1487,1.3,0.1933,11,0.0339,0.044,2024-09-14,0.1493,77.23745473357475
Secadora,20,0.1487,2.0,0.2974,15,0.0341,0.0682,2024-09-14,0.22920000000000001,77.06792199058508
Termo eléctrico,20,0.1487,2.5,0.3718,14,0.0342,0.0854,2024-09-14,0.2864,77.03066164604625
Lavadora,20,0.1129,1.0,0.1129,14,0.0411,0.0411,2024-09-15,0.0718,63.596102745792734
Lavavajillas,20,0.1129,1.3,0.1468,11,0.0417,0.0542,2024-09-15,0.09260000000000002,63.079019073569484
Secadora,20,0.1129,2.0,0.2258,15,0.0417,0.0834,2024-09-15,0.1424,63.06465899025686
Termo eléctrico,20,0.1129,2.5,0.2823,18,0.0419,0.1048,2024-09-15,0.1775,62.876372653205806
Lavadora,20,0.2165,1.0,0.2165,16,0.0696,0.0696,2024-09-16,0.1469,67.85219399538106
Lavavajillas,20,0.2165,1.3,0.2815,17,0.0696,0.0905,2024-09-16,0.19099999999999998,67.85079928952042
Secadora,20,0.2165,2.0,0.433,14,0.0706,0.1412,2024-09-16,0.2918,67.39030023094689
Termo eléctrico,20,0.2165,2.5,0.5412,4,0.0593,0.1483,2024-09-16,0.3929,72.59793052475979
Lavadora,20,0.2253,1.0,0.2253,14,0.0665,0.0665,2024-09-17,0.1588,70.4837993786063
Lavavajillas,20,0.2253,1.3,0.2929,15,0.0669,0.087,2024-09-17,0.2059,70.2970297029703
Secadora,20,0.2253,2.0,0.4506,16,0.0686,0.1371,2024-09-17,0.3135,69.57390146471371
Termo eléctrico,20,0.2253,2.5,0.5632,5,0.0534,0.1335,2024-09-17,0.4297,76.29616477272727
Lavadora,20,0.2551,1.0,0.2551,15,0.1078,0.1078,2024-09-18,0.1473,57.74206193649549
Lavavajillas,20,0.2551,1.3,0.3316,14,0.1084,0.1409,2024-09-18,0.1907,57.50904704463209
Secadora,20,0.2551,2.0,0.5101,16,0.1132,0.2265,2024-09-18,0.28359999999999996,55.59694177612232
Termo eléctrico,20,0.2551,2.5,0.6377,0,0.1,0.25,2024-09-18,0.38770000000000004,60.796612827348284
Lavadora,20,0.2534,1.0,0.2534,15,0.135,0.135,2024-09-19,0.1184,46.72454617205998
Lavavajillas,20,0.2534,1.3,0.3295,14,0.1424,0.1851,2024-09-19,0.14440000000000003,43.82397572078908
Secadora,20,0.2534,2.0,0.5069,16,0.1432,0.2865,2024-09-19,0.22040000000000004,43.47997632669166
Termo eléctrico,20,0.2534,2.5,0.6336,5,0.119,0.2975,2024-09-19,0.33610000000000007,53.04608585858587
Lavadora,20,0.2528,1.0,0.2528,15,0.1192,0.1192,2024-09-20,0.13360000000000002,52.84810126582279
Lavavajillas,20,0.2528,1.3,0.3286,14,0.1238,0.1609,2024-09-20,0.16770000000000002,51.034692635423006
Secadora,20,0.2528,2.0,0.5055,16,0.1241,0.2482,2024-09-20,0.2573,50.90009891196835
Termo eléctrico,20,0.2528,2.5,0.6319,3,0.132,0.3299,2024-09-20,0.302,47.79237221079284
Lavadora,20,0.1531,1.0,0.1531,15,0.0229,0.0229,2024-09-21,0.1302,85.04245591116917
Lavavajillas,20,0.1531,1.3,0.199,16,0.0429,0.0558,2024-09-21,0.1432,71.95979899497486
Secadora,20,0.1531,2.0,0.3062,14,0.0536,0.1072,2024-09-21,0.199,64.99020248203789
Termo eléctrico,20,0.1531,2.5,0.3827,13,0.0762,0.1906,2024-09-21,0.1921,50.195975960282205
Lavadora,20,0.1502,1.0,0.1502,14,0.0284,0.0284,2024-09-22,0.12179999999999999,81.09187749667109
Lavavajillas,20,0.1502,1.3,0.1952,13,0.0285,0.0371,2024-09-22,0.15810000000000002,80.99385245901641
Secadora,20,0.1502,2.0,0.3003,15,0.0316,0.0632,2024-09-22,0.2371,78.95437895437895
Termo eléctrico,20,0.1502,2.5,0.3754,16,0.0319,0.0798,2024-09-22,0.29560000000000003,78.74267448055407
Lavadora,20,0.2686,1.0,0.2686,15,0.0668,0.0668,2024-09-23,0.2018,75.13030528667163
Lavavajillas,20,0.2686,1.3,0.3492,14,0.0888,0.1154,2024-09-23,0.2338,66.95303550973654
Secadora,20,0.2686,2.0,0.5372,16,0.0904,0.1807,2024-09-23,0.35650000000000004,66.3626209977662
Termo eléctrico,20,0.2686,2.5,0.6715,17,0.1151,0.2878,2024-09-23,0.3837,57.14072970960537
Lavadora,20,0.2495,1.0,0.2495,14,0.1068,0.1068,2024-09-24,0.1427,57.194388777555105
Lavavajillas,20,0.2495,1.3,0.3244,15,0.1098,0.1427,2024-09-24,0.18170000000000003,56.011097410604194
Secadora,20,0.2495,2.0,0.4991,16,0.1114,0.2229,2024-09-24,0.2762,55.33961130034062
Termo eléctrico,20,0.2495,2.5,0.6238,0,0.1254,0.3136,2024-09-24,0.31020000000000003,49.72747675537031
Lavadora,20,0.1925,1.0,0.1925,16,0.0757,0.0757,2024-09-25,0.1168,60.675324675324674
Lavavajillas,20,0.1925,1.3,0.2502,15,0.0764,0.0993,2024-09-25,0.15089999999999998,60.31175059952037
Secadora,20,0.1925,2.0,0.3849,17,0.0982,0.1964,2024-09-25,0.18850000000000003,48.97375941803066
Termo eléctrico,20,0.1925,2.5,0.4812,14,0.1,0.2499,2024-09-25,0.2313,48.067331670822945
Lavadora,20,0.1994,1.0,0.1994,14,0.0728,0.0728,2024-09-26,0.1266,63.49047141424272
Lavavajillas,20,0.1994,1.3,0.2592,15,0.0732,0.0952,2024-09-26,0.16399999999999998,63.271604938271594
Secadora,20,0.1994,2.0,0.3988,16,0.0734,0.1467,2024-09-26,0.2521,63.214643931795386
Termo eléctrico,20,0.1994,2.5,0.4985,4,0.0565,0.1412,2024-09-26,0.3573,71.67502507522568
Lavadora,20,0.2306,1.0,0.2306,14,0.0669,0.0669,2024-09-27,0.1637,70.9887250650477
Lavavajillas,20,0.2306,1.3,0.2997,15,0.0689,0.0895,2024-09-27,0.21020000000000003,70.13680347013681
Secadora,20,0.2306,2.0,0.4611,16,0.0707,0.1415,2024-09-27,0.3196,69.31251355454347
Termo eléctrico,20,0.2306,2.5,0.5764,1,0.0535,0.1337,2024-09-27,0.4427,76.80430256766134
Lavadora,20,0.1637,1.0,0.1637,13,0.0333,0.0333,2024-09-28,0.13040000000000002,79.65791081246184
Lavavajillas,20,0.1637,1.3,0.2128,12,0.0335,0.0435,2024-09-28,0.1693,79.55827067669173
Secadora,20,0.1637,2.0,0.3274,14,0.0335,0.0669,2024-09-28,0.2605,79.56627978008551
Termo eléctrico,20,0.1637,2.5,0.4092,15,0.0341,0.0853,2024-09-28,0.3239,79.1544477028348
Lavadora,20,0.141,1.0,0.141,14,0.0376,0.0376,2024-09-29,0.10339999999999999,73.33333333333334
Lavavajillas,20,0.141,1.3,0.1833,13,0.0377,0.049,2024-09-29,0.13429999999999997,73.26786688488815
Secadora,20,0.141,2.0,0.282,11,0.0378,0.0756,2024-09-29,0.20639999999999997,73.19148936170212
Termo eléctrico,20,0.141,2.5,0.3524,12,0.0379,0.0948,2024-09-29,0.2576,73.09875141884223
Lavadora,20,0.2943,1.0,0.2943,15,0.0466,0.0466,2024-09-30,0.2477,84.16581719334013
Lavavajillas,20,0.2943,1.3,0.3826,14,0.0549,0.0714,2024-09-30,0.3112,81.33821223209617
Secadora,20,0.2943,2.0,0.5886,16,0.0647,0.1294,2024-09-30,0.45920000000000005,78.01563030920829
Termo eléctrico,20,0.2943,2.5,0.7358,17,0.1026,0.2566,2024-09-30,0.4792,65.12639304158739
Lavadora,20,0.2939,1.0,0.2939,14,0.1091,0.1091,2024-10-01,0.1848,62.878530112283094
Lavavajillas,20,0.2939,1.3,0.3821,16,0.1108,0.1441,2024-10-01,0.238,62.28735933001832
Secadora,20,0.2939,2.0,0.5879,15,0.1126,0.2253,2024-10-01,0.3626,61.67715597890797
Termo eléctrico,20,0.2939,2.5,0.7348,5,0.1134,0.2835,2024-10-01,0.45130000000000003,61.418072945019055
Lavadora,20,0.2282,1.0,0.2282,14,0.1214,0.1214,2024-10-02,0.10679999999999999,46.80105170902717
Lavavajillas,20,0.2282,1.3,0.2967,15,0.1225,0.1592,2024-10-02,0.1375,46.34310751600943
Secadora,20,0.2282,2.0,0.4565,16,0.1305,0.261,2024-10-02,0.1955,42.82584884994524
Termo eléctrico,20,0.2282,2.5,0.5706,5,0.1217,0.3044,2024-10-02,0.2662,46.652646337188926
Lavadora,20,0.2512,1.0,0.2512,16,0.0742,0.0742,2024-10-03,0.177,70.46178343949045
Lavavajillas,20,0.2512,1.3,0.3265,15,0.0761,0.0989,2024-10-03,0.22760000000000002,69.70903522205208
Secadora,20,0.2512,2.0,0.5024,14,0.0867,0.1734,2024-10-03,0.32899999999999996,65.48566878980891
Termo eléctrico,20,0.2512,2.5,0.628,4,0.0528,0.1319,2024-10-03,0.4961,78.9968152866242
Lavadora,20,0.262,1.0,0.262,15,0.0994,0.0994,2024-10-04,0.16260000000000002,62.06106870229008
Lavavajillas,20,0.262,1.3,0.3405,14,0.0998,0.1297,2024-10-04,0.21080000000000002,61.90895741556535
Secadora,20,0.262,2.0,0.5239,16,0.1103,0.2207,2024-10-04,0.3032,57.87364000763504
Termo eléctrico,20,0.262,2.5,0.6549,3,0.13,0.3251,2024-10-04,0.32980000000000004,50.35883340968087
Lavadora,20,0.1408,1.0,0.1408,13,0.0298,0.0298,2024-10-05,0.11100000000000002,78.83522727272728
Lavavajillas,20,0.1408,1.3,0.1831,14,0.0299,0.0389,2024-10-05,0.14420000000000002,78.75477880939378
Secadora,20,0.1408,2.0,0.2816,15,0.0305,0.061,2024-10-05,0.22060000000000002,78.33806818181819
Termo eléctrico,20,0.1408,2.5,0.352,16,0.0309,0.0773,2024-10-05,0.2747,78.03977272727273
Lavadora,20,0.1326,1.0,0.1326,14,0.0422,0.0422,2024-10-06,0.0904,68.17496229260935
Lavavajillas,20,0.1326,1.3,0.1723,13,0.0422,0.0548,2024-10-06,0.11750000000000001,68.19500870574579
Secadora,20,0.1326,2.0,0.2651,12,0.0423,0.0846,2024-10-06,0.1805,68.08751414560544
Termo eléctrico,20,0.1326,2.5,0.3314,15,0.043,0.1076,2024-10-06,0.22379999999999997,67.53168376584188
Lavadora,20,0.2056,1.0,0.2056,15,0.0905,0.0905,2024-10-07,0.11510000000000001,55.98249027237354
Lavavajillas,20,0.2056,1.3,0.2673,14,0.0912,0.1186,2024-10-07,0.1487,55.63037785260008
Secadora,20,0.2056,2.0,0.4113,16,0.0952,0.1905,2024-10-07,0.2208,53.6834427425237
Termo eléctrico,20,0.2056,2.5,0.5141,5,0.0787,0.1968,2024-10-07,0.3173,61.71950982299164
Lavadora,20,0.2226,1.0,0.2226,14,0.0671,0.0671,2024-10-08,0.15549999999999997,69.85624438454626
Lavavajillas,20,0.2226,1.3,0.2894,15,0.0678,0.0881,2024-10-08,0.20129999999999998,69.55770559778853
Secadora,20,0.2226,2.0,0.4452,16,0.0688,0.1376,2024-10-08,0.3076,69.09254267744834
Termo eléctrico,20,0.2226,2.5,0.5566,4,0.0533,0.1333,2024-10-08,0.4233,76.05102407473949
Lavadora,20,0.1889,1.0,0.1889,15,0.0768,0.0768,2024-10-09,0.11210000000000002,59.34356802541028
Lavavajillas,20,0.1889,1.3,0.2455,16,0.0773,0.1005,2024-10-09,0.145,59.06313645621181
Secadora,20,0.1889,2.0,0.3777,14,0.0792,0.1585,2024-10-09,0.21919999999999998,58.03547789250728
Termo eléctrico,20,0.1889,2.5,0.4722,3,0.0644,0.161,2024-10-09,0.31120000000000003,65.90427784836935
Lavadora,20,0.3068,1.0,0.3068,14,0.097,0.097,2024-10-10,0.20980000000000001,68.38331160365058
Lavavajillas,20,0.3068,1.3,0.3989,15,0.0984,0.1279,2024-10-10,0.27099999999999996,67.93682627224868
Secadora,20,0.3068,2.0,0.6137,16,0.1172,0.2345,2024-10-10,0.37920000000000004,61.789147792080826
Termo eléctrico,20,0.3068,2.5,0.7671,0,0.0755,0.1888,2024-10-10,0.5783,75.38782427323687
